"subc","sum_length_stream","mean_width_stream","mean_height_stream","mean_slope1_stream","mean_slope2_stream"
1,3162.85848916813,30,10,1,1
2,6308.80056586035,30,10,1,1
3,8699.8393946108,30,10,1,1
7,4364.34331316625,30,10,1,1
24,745.631415004174,30,10,1,1
38,10031.6871164671,30,10,1,1
"subc","sum_length_pipe","mean_diam_pipe"
4,350.355356290898,24
6,224.969046433661,18
7,848.150031223958,19.7142857142857
8,188.54651798145,18
10,615.728649454083,27.6
11,3067.71985967483,23.3333333333333
12,568.306137375978,20.8333333333333
13,681.826289728896,24
14,182.421202589014,18
15,167.12797802751,18
16,173.329126930431,36
17,774.684772254555,26
18,826.59755772648,20
19,267.350862487007,22.1666666666667
20,1879.06311520998,26.5263157894737
21,164.73874728691,18
22,216.202941839868,22
23,2344.99663059008,25.4090909090909
24,775.488323754162,26.25
25,784.136518480912,24.5454545454545
26,182.230946677931,48
27,544.2902300491,23
28,3024.60791354,19.1052631578947
29,180.633000815202,24
30,275.788230372608,30
31,205.865924414477,18
32,329.324324518041,18
33,518.083487428639,18
34,1577.09329368517,22
35,164.021695064712,18
36,294.839575559142,22.5
37,778.984089849863,18
39,502.827903687087,18
40,259.490818726678,18
42,3550.04735805344,28.9090909090909
45,418.462177416388,13
46,231.170311628794,18
47,316.618521845369,18
48,714.304242441055,21.6
51,870.907005091395,21
53,314.519989651283,33
54,1007.86933901339,23.875
55,1276.80064242393,27
56,224.311070983515,21.6
57,920.450270422559,18.8571428571429
58,11.7761110732255,18
59,764.112163379825,18.75
61,711.093280939773,19.5
62,1905.32090091116,22.5
63,4459.33647606932,30.3396226415094
66,885.135309741863,18
67,1023.40041961518,51.5294117647059
68,1101.06028000846,49.0434782608696
69,571.203804881587,25
70,46.3688954538869,18
71,487.304536990877,18.5555555555556
74,2595.7938981134,20.675
75,1539.59812820605,20.2222222222222
76,1230.40231751641,44.4583333333333
77,275.570630570824,24
78,1481.06058540056,22.8
79,490.488566706037,19.4285714285714
80,252.332462040712,22.5
81,290.083875522564,22.5
82,191.240012764548,18
84,105.057174798892,24
88,569.326415440096,32
89,3338.75748680349,20.7291666666667
91,1789.61420649436,27.3529411764706
95,1119.41555566478,18.6666666666667
96,613.274650632541,19
NA,93.8515340821874,38
"subc","sum_length_ditch","mean_width_ditch","mean_height_ditch"
9,1217.85497470261,5,5
20,492.504059331054,5,5
27,231.652284360368,5,5
34,371.057888202625,5,5
39,283.279171797742,5,5
42,2951.45651640974,5,5
43,1488.9344566996,5,5
50,227.862664782366,5,5
55,487.900663196419,5,5
63,523.454169480929,5,5
64,142.485655103148,5,5
66,349.93629582548,5,5
69,628.819885393729,5,5
72,379.859542257926,5,5
76,702.465995678552,9.64705882352941,7.52941176470588
78,575.449646964245,5,5
83,750.503603936554,5,5
84,879.848590942228,5,5
89,79.2071420198246,5,5
90,910.902597988152,5,5
"subc","sum_length_box","mean_width_box","mean_height_box"
76,129.634197991282,60,36
"subc","sum_length_channel","mean_width_channel","mean_height_channel","mean_slope1_channel","mean_slope2_channel"
6,122.032677890822,30,10,1,1
7,1098.26636307933,30,10,1,1
8,243.503354875502,30,10,1,1
10,100.610200844557,30,10,1,1
11,66.8042589776636,30,10,1,1
12,438.489737543992,30,10,1,1
13,187.210111779122,30,10,1,1
14,501.598739896166,30,10,1,1
15,495.306705240057,30,10,1,1
16,158.027356140913,30,10,1,1
17,353.998629880197,30,10,1,1
18,311.872161958175,30,10,1,1
19,346.28335443497,30,10,1,1
21,503.034010047018,30,10,1,1
22,23.8569296385873,30,10,1,1
23,90.2270202458881,30,10,1,1
25,264.765424069335,30,10,1,1
26,87.3627671262108,30,10,1,1
27,151.493549840189,30,10,1,1
28,446.719025397205,30,10,1,1
29,319.324033323883,30,10,1,1
30,189.139317682015,30,10,1,1
31,73.8163014823138,30,10,1,1
32,144.565342715297,30,10,1,1
33,351.503590561557,30,10,1,1
35,394.193150706855,30,10,1,1
36,255.362159401423,30,10,1,1
37,178.757671403374,30,10,1,1
46,630.61300962664,30,10,1,1
88,435.064591964909,30,10,1,1
93,642.774554259396,30,10,1,1
NA,418.200202723978,30,10,1,1
